name,address,phone,email,website,rating,reviews_count,hours,category,directions_url
Muviereck Technologies Private Limited,"Muviereck Technologies Private Limited, Old 364/4, New 641/4, Ground Floor, Poonamallee High Rd, Aminjikarai, Chennai, Tamil Nadu 600030",,,https://www.muvierecktech.com/,,,,Software company,https://www.google.com/maps/place/Muviereck+Technologies+Private+Limited/data=!4m7!3m6!1s0x3a5267e087d28cd3:0x520910e7b9284add!8m2!3d13.0744464!4d80.219614!16s%2Fg%2F11fhn7yr5f!19sChIJ04zSh-BnUjoR3UoouecQCVI?authuser=0&hl=en&rclk=1&dirflg=d&dir_action=navigate&travelmode=driving&ll=13.0744464%2C80.219614
Open Weaver India Private Limited,"2nd Floor, 1A, RMZ MILLENIA BUSINESS PARK-II, MGR Main Rd, Kodandarama Nagar, Perungudi, Chennai, Tamil Nadu 600096",091762 95028,,https://www.openweaver.com/,4.2,,Closed ⋅ Opens 9 am Mon,Software company,https://www.google.com/maps/place/Open+Weaver+India+Private+Limited/data=!4m7!3m6!1s0x3a525dfb5c3ed42b:0x58f74739a83b1303!8m2!3d12.9716858!4d80.2438151!16s%2Fg%2F11tc9x4qdx!19sChIJK9Q-XPtdUjoRAxM7qDlH91g?authuser=0&hl=en&rclk=1&dirflg=d&dir_action=navigate&travelmode=driving&ll=12.9716858%2C80.2438151
